,workclass,occupation
13591, Private, Adm-clerical
13592, Private, Other-service
13593, Private, Prof-specialty
13594, Private, Exec-managerial
13595, Self-emp-not-inc, Other-service
13596, Private, Adm-clerical
13597, Private, Farming-fishing
13598, Private, Craft-repair
13599, Private, Sales
13600, Self-emp-not-inc, Sales
13601, Private, Other-service
13602, Private, Other-service
13603, Self-emp-not-inc, Sales
13604, Private, Transport-moving
13605, Private, Transport-moving
13606, Private, Other-service
13607, Private, Craft-repair
13608, ?, ?
13609, Private, Transport-moving
13610, Self-emp-not-inc, Transport-moving
13611, Private, Adm-clerical
13612, Private, Machine-op-inspct
13613, Federal-gov, Tech-support
13614, Private, Exec-managerial
13615, Private, Sales
13616, Self-emp-inc, Sales
13617, Private, Exec-managerial
13618, Private, Other-service
13619, State-gov, Exec-managerial
13620, Private, Craft-repair
13621, Private, Handlers-cleaners
13622, Private, Craft-repair
13623, Private, Sales
13624, Local-gov, Prof-specialty
13625, Private, Prof-specialty
13626, ?, ?
13627, Private, Sales
13628, Private, Sales
13629, Private, Adm-clerical
13630, Private, Sales
13631, Private, Prof-specialty
13632, State-gov, Farming-fishing
13633, Private, Protective-serv
13634, Private, Adm-clerical
13635, Private, Prof-specialty
13636, Self-emp-inc, Exec-managerial
13637, Self-emp-inc, Farming-fishing
13638, Private, Adm-clerical
13639, Self-emp-not-inc, Machine-op-inspct
13640, Local-gov, Prof-specialty
13641, Private, Adm-clerical
13642, Private, Sales
13643, Federal-gov, Adm-clerical
13644, Private, Sales
13645, Private, Adm-clerical
13646, ?, ?
13647, Self-emp-not-inc, Sales
13648, Private, Craft-repair
13649, Private, Transport-moving
13650, Private, Exec-managerial
13651, Private, Exec-managerial
13652, Private, Machine-op-inspct
13653, Private, Handlers-cleaners
13654, Local-gov, Prof-specialty
13655, State-gov, Exec-managerial
13656, Local-gov, Other-service
13657, Private, Exec-managerial
13658, Private, Farming-fishing
13659, Local-gov, Transport-moving
13660, Private, Sales
13661, Private, Prof-specialty
13662, Private, Adm-clerical
13663, Private, Machine-op-inspct
13664, Local-gov, Handlers-cleaners
13665, Private, Adm-clerical
13666, Private, Craft-repair
13667, State-gov, Tech-support
13668, State-gov, Adm-clerical
13669, Private, Transport-moving
13670, State-gov, Craft-repair
13671, Private, Adm-clerical
13672, Private, Other-service
13673, Private, Adm-clerical
13674, Federal-gov, Adm-clerical
13675, Self-emp-not-inc, Exec-managerial
13676, Private, Craft-repair
13677, Self-emp-not-inc, Exec-managerial
13678, Local-gov, Prof-specialty
13679, Private, Craft-repair
13680, Private, Transport-moving
13681, Self-emp-not-inc, Exec-managerial
13682, Private, Exec-managerial
13683, Private, Craft-repair
13684, Private, Craft-repair
13685, Private, Machine-op-inspct
13686, Private, Handlers-cleaners
13687, Private, Craft-repair
13688, Private, Machine-op-inspct
13689, Private, Adm-clerical
13690, Federal-gov, Adm-clerical
13691, Private, Exec-managerial
13692, State-gov, Protective-serv
13693, Private, Other-service
13694, Self-emp-not-inc, Sales
13695, Private, Sales
13696, Self-emp-not-inc, Craft-repair
13697, Private, Handlers-cleaners
13698, Private, Transport-moving
13699, Private, Transport-moving
13700, Private, Exec-managerial
13701, Private, Machine-op-inspct
13702, Private, Farming-fishing
13703, Self-emp-not-inc, Sales
13704, Private, Farming-fishing
13705, Private, Prof-specialty
13706, Private, Other-service
13707, Private, Protective-serv
13708, Self-emp-not-inc, Farming-fishing
13709, Private, Protective-serv
13710, Private, Adm-clerical
13711, ?, ?
13712, Private, Sales
13713, Private, Prof-specialty
13714, Private, Sales
13715, Private, Sales
13716, Local-gov, Prof-specialty
13717, Private, Transport-moving
13718, Private, Other-service
13719, Local-gov, Protective-serv
13720, Private, Machine-op-inspct
13721, Private, Adm-clerical
13722, Private, Prof-specialty
13723, Local-gov, Craft-repair
13724, Private, Prof-specialty
13725, Private, Sales
13726, Private, Adm-clerical
13727, Private, Transport-moving
13728, Private, Exec-managerial
13729, Private, Exec-managerial
13730, Private, Machine-op-inspct
13731, Private, Exec-managerial
13732, Private, Adm-clerical
13733, Local-gov, Exec-managerial
13734, Private, Adm-clerical
13735, Self-emp-not-inc, Exec-managerial
13736, Private, Craft-repair
13737, Federal-gov, Craft-repair
13738, Private, Prof-specialty
13739, Private, Sales
13740, Private, Other-service
13741, Self-emp-not-inc, Farming-fishing
13742, Private, Sales
13743, Private, Craft-repair
13744, ?, ?
13745, Private, Transport-moving
13746, Private, Transport-moving
13747, Private, Exec-managerial
13748, Private, Prof-specialty
13749, Private, Other-service
13750, Private, Exec-managerial
13751, Private, Craft-repair
13752, Private, Craft-repair
13753, Federal-gov, Adm-clerical
13754, Private, Exec-managerial
13755, Private, Sales
13756, Private, Adm-clerical
13757, Private, Handlers-cleaners
13758, Self-emp-inc, Craft-repair
13759, Private, Other-service
13760, Private, Sales
13761, Private, Sales
13762, Private, Exec-managerial
13763, Self-emp-not-inc, Farming-fishing
13764, Private, Adm-clerical
13765, Private, Sales
13766, Private, Farming-fishing
13767, Private, Machine-op-inspct
13768, Federal-gov, Prof-specialty
13769, Self-emp-inc, Exec-managerial
13770, Private, Exec-managerial
13771, Private, Adm-clerical
13772, Private, Sales
13773, Private, Sales
13774, Private, Machine-op-inspct
13775, Self-emp-not-inc, Sales
13776, Local-gov, Other-service
13777, Self-emp-not-inc, Farming-fishing
13778, Private, Sales
13779, Private, Exec-managerial
13780, Private, Prof-specialty
13781, Private, Prof-specialty
13782, Private, Sales
13783, Private, Adm-clerical
13784, ?, ?
13785, Private, Adm-clerical
13786, Private, Adm-clerical
13787, State-gov, Exec-managerial
13788, State-gov, Prof-specialty
13789, Private, Machine-op-inspct
13790, Private, Exec-managerial
13791, Self-emp-not-inc, Other-service
13792, Private, Craft-repair
13793, Private, Other-service
13794, Federal-gov, Adm-clerical
13795, Self-emp-not-inc, Exec-managerial
13796, Federal-gov, Adm-clerical
13797, Private, Sales
13798, Private, Machine-op-inspct
13799, Private, Adm-clerical
13800, Private, Adm-clerical
13801, Self-emp-not-inc, Prof-specialty
13802, Private, Handlers-cleaners
13803, Private, Craft-repair
13804, Private, Prof-specialty
13805, Self-emp-inc, Exec-managerial
13806, Private, Exec-managerial
13807, Private, Sales
13808, Private, Adm-clerical
13809, Self-emp-not-inc, Craft-repair
13810, Private, Sales
13811, Local-gov, Exec-managerial
13812, Private, Sales
13813, Private, Prof-specialty
13814, Private, Sales
13815, ?, ?
13816, Local-gov, Prof-specialty
13817, Private, Other-service
13818, Private, Craft-repair
13819, Private, Exec-managerial
13820, Private, Craft-repair
13821, Private, Machine-op-inspct
13822, Private, Craft-repair
13823, Private, Craft-repair
13824, Private, Craft-repair
13825, Self-emp-not-inc, Craft-repair
13826, Private, Exec-managerial
13827, Private, Machine-op-inspct
13828, Private, Sales
13829, Private, Adm-clerical
13830, Private, Tech-support
13831, State-gov, Protective-serv
13832, Private, Craft-repair
13833, Private, Adm-clerical
13834, Private, Handlers-cleaners
13835, Private, Craft-repair
13836, Private, Sales
13837, Federal-gov, Adm-clerical
13838, State-gov, Tech-support
13839, Private, Craft-repair
13840, Private, Sales
13841, Federal-gov, Prof-specialty
13842, Private, Prof-specialty
13843, ?, ?
13844, Private, Craft-repair
13845, ?, ?
13846, Private, Prof-specialty
13847, Private, Sales
13848, Private, Machine-op-inspct
13849, Private, Machine-op-inspct
13850, Private, Priv-house-serv
13851, Private, Sales
13852, Private, Other-service
13853, Private, Craft-repair
13854, Private, Craft-repair
13855, Private, Sales
13856, Self-emp-not-inc, Craft-repair
13857, Private, Machine-op-inspct
13858, Private, Prof-specialty
13859, Self-emp-not-inc, Craft-repair
13860, Private, Transport-moving
13861, Self-emp-not-inc, Transport-moving
13862, Private, Exec-managerial
13863, Self-emp-not-inc, Exec-managerial
13864, Local-gov, Transport-moving
13865, Private, Other-service
13866, Self-emp-not-inc, Other-service
13867, Private, Prof-specialty
13868, Self-emp-not-inc, Craft-repair
13869, Private, Craft-repair
13870, Private, Sales
13871, Self-emp-not-inc, Farming-fishing
13872, Private, Sales
13873, Private, Exec-managerial
13874, Private, Exec-managerial
13875, Private, Adm-clerical
13876, Private, Machine-op-inspct
13877, Private, Adm-clerical
13878, Private, Other-service
13879, Self-emp-not-inc, Craft-repair
13880, Local-gov, Other-service
13881, Private, Exec-managerial
13882, Private, Sales
13883, Private, Prof-specialty
13884, ?, ?
13885, Private, Craft-repair
13886, Private, Machine-op-inspct
13887, Private, Handlers-cleaners
13888, Federal-gov, Adm-clerical
13889, Private, Sales
13890, Private, Other-service
13891, Private, Prof-specialty
13892, Self-emp-not-inc, Prof-specialty
13893, Private, Priv-house-serv
13894, Private, Adm-clerical
13895, Private, Machine-op-inspct
13896, Private, Craft-repair
13897, Private, Priv-house-serv
13898, Federal-gov, Adm-clerical
13899, Private, Adm-clerical
13900, Private, Craft-repair
13901, Self-emp-inc, Exec-managerial
13902, Private, Other-service
13903, Private, Adm-clerical
13904, Self-emp-not-inc, Exec-managerial
13905, Local-gov, Transport-moving
13906, Private, Sales
13907, Private, Other-service
13908, Private, Transport-moving
13909, Self-emp-not-inc, Craft-repair
13910, Self-emp-inc, Sales
13911, Private, Craft-repair
13912, Private, Exec-managerial
13913, Private, Sales
13914, Private, Sales
13915, Private, Sales
13916, Local-gov, Transport-moving
13917, Private, Craft-repair
13918, Private, Machine-op-inspct
13919, Private, Adm-clerical
13920, Private, Adm-clerical
13921, Self-emp-inc, Exec-managerial
13922, Private, Tech-support
13923, Private, Other-service
13924, State-gov, Prof-specialty
13925, Private, Handlers-cleaners
13926, Private, Other-service
13927, Self-emp-inc, Exec-managerial
13928, Self-emp-not-inc, Prof-specialty
13929, Self-emp-not-inc, Exec-managerial
13930, Private, Transport-moving
13931, Self-emp-not-inc, Exec-managerial
13932, State-gov, Other-service
13933, ?, ?
13934, Private, Other-service
13935, Private, Transport-moving
13936, Private, Handlers-cleaners
13937, Federal-gov, Adm-clerical
13938, Private, Handlers-cleaners
13939, Private, Machine-op-inspct
13940, Local-gov, Prof-specialty
13941, State-gov, Exec-managerial
13942, Private, Handlers-cleaners
13943, Private, Transport-moving
13944, Self-emp-inc, Exec-managerial
13945, Private, Prof-specialty
13946, Private, Adm-clerical
13947, Private, Exec-managerial
13948, Private, Adm-clerical
13949, ?, ?
13950, Local-gov, Prof-specialty
13951, Private, Craft-repair
13952, Private, Other-service
13953, Private, Machine-op-inspct
13954, Self-emp-not-inc, Prof-specialty
13955, Federal-gov, Adm-clerical
13956, Private, Priv-house-serv
13957, Private, Other-service
13958, Private, Other-service
13959, Private, Adm-clerical
13960, Self-emp-inc, Exec-managerial
13961, Private, Exec-managerial
13962, Private, Adm-clerical
13963, Self-emp-inc, Exec-managerial
13964, Private, Craft-repair
13965, Private, Sales
13966, Private, Prof-specialty
13967, Private, Craft-repair
13968, Private, Transport-moving
13969, Private, Other-service
13970, Private, Prof-specialty
13971, Private, Other-service
13972, Local-gov, Other-service
13973, Private, Transport-moving
13974, Local-gov, Prof-specialty
13975, Private, Exec-managerial
13976, Private, Exec-managerial
13977, Local-gov, Transport-moving
13978, Federal-gov, Tech-support
13979, Private, Farming-fishing
13980, Self-emp-not-inc, Craft-repair
13981, Private, Craft-repair
13982, Local-gov, Protective-serv
13983, Private, Craft-repair
13984, Private, Other-service
13985, Private, Adm-clerical
13986, Private, Craft-repair
13987, Private, Prof-specialty
13988, Private, Handlers-cleaners
13989, Private, Other-service
13990, Private, Tech-support
13991, Private, Prof-specialty
13992, Private, Tech-support
13993, Private, Other-service
13994, Private, Craft-repair
13995, Private, Exec-managerial
13996, Private, Sales
13997, Private, Exec-managerial
13998, Private, Exec-managerial
13999, Private, Transport-moving
14000, Self-emp-inc, Exec-managerial
14001, Private, Adm-clerical
14002, Self-emp-not-inc, Other-service
14003, Local-gov, Protective-serv
14004, State-gov, Exec-managerial
14005, ?, ?
14006, Private, Other-service
14007, Private, Farming-fishing
14008, Private, Prof-specialty
14009, Private, Sales
14010, Private, Adm-clerical
14011, Private, Sales
14012, Private, Adm-clerical
14013, Private, Sales
14014, Private, Other-service
14015, Self-emp-inc, Sales
14016, Local-gov, Protective-serv
14017, Self-emp-inc, Exec-managerial
14018, Private, Adm-clerical
14019, Private, Craft-repair
14020, Private, Farming-fishing
14021, Private, Exec-managerial
14022, Self-emp-not-inc, Exec-managerial
14023, Private, Adm-clerical
14024, Private, Adm-clerical
14025, Private, Handlers-cleaners
14026, Private, Other-service
14027, Private, Craft-repair
14028, Self-emp-not-inc, Sales
14029, State-gov, Handlers-cleaners
14030, Private, Sales
14031, Self-emp-not-inc, Farming-fishing
14032, Private, Machine-op-inspct
14033, Private, Sales
14034, Private, Sales
14035, Private, Transport-moving
14036, Local-gov, Adm-clerical
14037, Private, Adm-clerical
14038, Local-gov, Farming-fishing
14039, Self-emp-inc, Sales
14040, Federal-gov, Adm-clerical
14041, Self-emp-inc, Prof-specialty
14042, Private, Exec-managerial
14043, Private, Sales
14044, Self-emp-inc, Exec-managerial
14045, Local-gov, Transport-moving
14046, Federal-gov, Adm-clerical
14047, Private, Sales
14048, Private, Craft-repair
